Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2005-01-18 07:00:00,1.5,160.2,6.9,341.0,140.0,1039.0,855.0,783.0,1025.0,1210.0,3.4,58.5,0.5
2005-01-18 08:00:00,3.1,160.2,16.8,552.0,167.0,1284.0,1204.0,599.0,1337.0,1531.0,3.9,57.3,0.5
2005-01-18 09:00:00,5.1,160.2,20.3,668.0,175.0,1350.0,1305.0,509.0,1383.0,1745.0,4.3,56.8,0.5
2005-01-18 10:00:00,5.6,160.2,25.0,668.0,235.0,1476.0,1428.0,477.0,1536.0,1974.0,5.6,52.9,0.5
2005-01-18 11:00:00,3.8,160.2,17.2,668.0,196.0,1342.0,1215.0,542.0,1332.0,1806.0,5.5,54.9,0.5
2005-01-18 12:00:00,4.4,160.2,21.4,668.0,211.0,1488.0,1336.0,479.0,1483.0,1985.0,5.1,64.3,0.6
2005-01-18 13:00:00,4.9,160.2,25.1,668.0,234.0,1557.0,1432.0,445.0,1605.0,2068.0,5.5,66.1,0.6
2005-01-18 14:00:00,5.2,160.2,28.0,668.0,238.0,1610.0,1502.0,420.0,1697.0,2086.5,5.5,69.3,0.6
2005-01-18 15:00:00,4.6,160.2,26.1,668.0,238.0,1583.0,1457.0,431.0,1640.0,1994.0,5.0,75.5,0.7
2005-01-18 16:00:00,4.8,160.2,24.7,668.0,224.0,1620.0,1420.0,436.0,1598.0,1971.0,5.2,76.2,0.7
2005-01-18 17:00:00,4.9,160.2,24.5,668.0,238.0,1605.0,1416.0,436.0,1614.0,1941.0,5.3,77.4,0.7
2005-01-18 18:00:00,4.9,160.2,27.7,668.0,215.0,1604.0,1496.0,410.0,1733.0,1969.0,5.0,79.6,0.7
2005-01-18 19:00:00,5.5,160.2,26.0,668.0,216.0,1582.0,1455.0,423.0,1725.0,1813.0,5.1,83.0,0.7
2005-01-18 20:00:00,4.2,160.2,21.7,668.0,184.0,1523.0,1342.0,466.0,1588.0,1677.0,6.4,82.9,0.8
2005-01-18 21:00:00,1.5,160.2,6.0,339.0,152.0,1172.0,813.0,774.0,1233.0,1118.0,10.3,74.0,0.9
2005-01-18 22:00:00,0.1,160.2,3.3,135.0,104.0,1021.0,670.0,932.0,1187.0,828.0,11.3,71.8,1.0
2005-01-18 23:00:00,0.2,160.2,4.9,167.0,104.0,1125.0,758.0,820.0,1241.0,867.0,9.8,81.9,1.0
2005-01-19 00:00:00,0.9,160.2,6.6,139.8,124.0,1197.0,840.0,712.0,1298.0,974.0,9.5,83.8,1.0
2005-01-19 01:00:00,1.0,160.2,6.7,180.8,127.0,1174.0,842.0,723.0,1286.0,975.0,9.9,81.0,1.0
2005-01-19 02:00:00,0.4,160.2,4.4,72.8,109.0,1106.0,733.0,822.0,1208.0,902.0,9.9,79.8,1.0
2005-01-19 03:00:00,0.3,160.2,1.5,27.8,91.0,873.0,549.0,1106.0,1008.0,791.0,6.9,76.4,0.8
2005-01-19 04:00:00,0.3,160.2,1.1,-17.2,73.0,828.0,506.0,1222.0,945.0,673.0,4.8,75.7,0.7
2005-01-19 05:00:00,0.2,160.2,0.9,-39.2,52.0,830.0,492.0,1263.0,948.0,578.0,4.7,78.9,0.7
2005-01-19 06:00:00,0.2,160.2,1.2,-20.2,57.0,840.0,515.0,1235.0,941.0,563.0,5.0,75.0,0.7
2005-01-19 07:00:00,0.1,160.2,2.5,37.8,89.0,909.0,622.0,1046.0,992.0,730.0,5.6,69.5,0.6
2005-01-19 08:00:00,0.7,160.2,7.6,172.8,128.0,1098.0,881.0,760.0,1203.0,974.0,7.0,64.9,0.7
2005-01-19 09:00:00,1.2,160.2,7.3,221.8,152.0,1036.0,868.0,732.0,1158.0,958.0,7.1,65.4,0.7
2005-01-19 10:00:00,0.2,160.2,3.7,101.8,128.0,912.0,692.0,923.0,1020.0,713.0,6.4,67.4,0.7
2005-01-19 11:00:00,0.2,160.2,2.5,87.8,124.0,873.0,618.0,1036.0,994.0,617.0,5.3,75.9,0.7
2005-01-19 12:00:00,0.3,160.2,2.7,88.8,117.0,889.0,634.0,1009.0,1018.0,591.0,6.3,73.0,0.7
2005-01-19 13:00:00,0.3,160.2,4.6,100.8,110.0,965.0,742.0,889.0,1099.0,661.0,8.6,63.3,0.7
2005-01-19 14:00:00,0.6,160.2,6.7,170.8,128.0,1009.0,845.0,771.0,1132.0,856.0,10.0,55.0,0.7
2005-01-19 15:00:00,0.2,160.2,4.3,83.8,114.0,918.0,729.0,904.0,1014.0,639.0,9.4,53.6,0.6
2005-01-19 16:00:00,0.2,160.2,4.3,75.8,110.0,920.0,729.0,891.0,1013.0,647.0,9.2,55.0,0.6
2005-01-19 17:00:00,0.7,160.2,4.1,77.8,112.0,923.0,715.0,915.0,1015.0,646.0,8.7,55.1,0.6
2005-01-19 18:00:00,1.8,160.2,7.6,141.8,130.0,1021.0,883.0,766.0,1139.0,846.0,8.9,54.4,0.6
2005-01-19 19:00:00,2.2,160.2,7.0,163.8,135.0,998.0,858.0,770.0,1109.0,857.0,8.6,53.6,0.6
2005-01-19 20:00:00,2.3,160.2,9.6,164.8,141.0,1061.0,962.0,721.0,1167.0,942.0,9.0,50.4,0.6
2005-01-19 21:00:00,2.6,160.2,7.8,224.8,141.0,1016.0,892.0,758.0,1109.0,945.0,9.2,49.8,0.6
2005-01-19 22:00:00,1.1,160.2,2.4,42.8,95.0,859.0,611.0,1053.0,918.0,562.0,8.8,52.1,0.6
2005-01-19 23:00:00,1.2,160.2,3.9,66.8,97.0,945.0,707.0,963.0,1005.0,657.0,8.8,50.9,0.6
2005-01-20 00:00:00,1.8,160.2,4.1,93.8,112.0,937.0,715.0,896.0,995.0,723.0,8.7,51.1,0.6
2005-01-20 01:00:00,1.1,160.2,2.5,9.8,74.0,876.0,618.0,1032.0,948.0,555.0,8.6,51.5,0.6
2005-01-20 02:00:00,0.9,160.2,1.3,-17.2,62.0,831.0,530.0,1169.0,893.0,472.0,8.5,51.9,0.6
2005-01-20 03:00:00,0.7,160.2,1.2,-34.2,51.0,828.0,514.0,1205.0,880.0,434.0,8.1,53.1,0.6
2005-01-20 04:00:00,0.6,160.2,0.7,-51.2,40.0,810.0,470.0,1315.0,863.0,412.0,7.8,54.2,0.6
2005-01-20 05:00:00,0.6,160.2,0.9,-42.2,45.0,822.0,493.0,1278.0,876.0,453.0,7.1,56.0,0.6
2005-01-20 06:00:00,0.9,160.2,2.9,96.8,93.0,898.0,646.0,1013.0,954.0,702.0,7.0,57.6,0.6
2005-01-20 07:00:00,1.0,160.2,2.7,89.8,104.0,909.0,636.0,992.0,947.0,720.0,7.5,55.3,0.6
2005-01-20 08:00:00,3.4,160.2,14.4,543.8,162.0,1256.0,1130.0,616.0,1316.0,1311.0,7.0,56.3,0.6
2005-01-20 09:00:00,4.2,160.2,17.2,575.8,169.0,1298.0,1217.0,552.0,1409.0,1444.0,7.6,53.5,0.6
2005-01-20 10:00:00,4.4,160.2,17.4,575.8,190.0,1326.0,1223.0,547.0,1381.0,1613.0,8.3,50.5,0.6
2005-01-20 11:00:00,2.9,160.2,11.5,559.8,170.0,1139.0,1031.0,649.0,1181.0,1388.0,12.4,37.1,0.5
2005-01-20 12:00:00,2.6,160.2,11.9,436.8,151.0,1135.0,1047.0,641.0,1175.0,1379.0,13.9,32.3,0.5
2005-01-20 13:00:00,2.6,160.2,12.6,345.8,150.0,1117.0,1071.0,638.0,1178.0,1289.0,14.4,28.9,0.5
2005-01-20 14:00:00,3.0,160.2,14.3,345.8,154.0,1094.0,1128.0,626.0,1191.0,1280.0,14.8,25.4,0.4
2005-01-20 15:00:00,2.3,160.2,10.3,285.8,140.0,982.0,990.0,745.0,1018.0,1059.0,15.1,20.8,0.4
2005-01-20 16:00:00,3.0,160.2,14.5,389.8,167.0,1107.0,1134.0,639.0,1172.0,1299.0,15.4,23.5,0.4
2005-01-20 17:00:00,4.5,160.2,21.9,575.8,204.0,1290.0,1349.0,534.0,1386.0,1638.0,13.7,28.1,0.4
2005-01-20 18:00:00,5.6,160.2,28.4,575.8,210.0,1445.0,1516.0,455.0,1594.0,1946.0,11.5,37.5,0.5
2005-01-20 19:00:00,4.3,160.2,21.2,512.8,182.0,1357.0,1330.0,511.0,1414.0,1798.0,10.4,42.3,0.5
2005-01-20 20:00:00,3.4,160.2,16.0,379.8,165.0,1248.0,1179.0,577.0,1259.0,1609.0,9.9,44.0,0.5
2005-01-20 21:00:00,2.8,160.2,13.0,318.8,150.0,1220.0,1085.0,618.0,1205.0,1531.0,8.7,48.3,0.5
2005-01-20 22:00:00,2.1,160.2,7.0,171.8,132.0,1137.0,856.0,758.0,1032.0,1338.0,8.1,49.9,0.5
2005-01-20 23:00:00,1.7,160.2,6.4,124.8,120.0,1102.0,829.0,773.0,1015.0,1274.0,7.3,52.8,0.5
2005-01-21 00:00:00,1.8,160.2,5.8,118.8,119.0,1082.0,801.0,780.0,1035.0,1200.0,8.0,52.2,0.6
2005-01-21 01:00:00,1.6,160.2,5.6,86.8,110.0,1053.0,795.0,786.0,1039.0,1143.0,6.8,56.4,0.6
2005-01-21 02:00:00,1.4,160.2,4.5,42.8,94.0,1003.0,740.0,847.0,992.0,1048.0,6.7,57.4,0.6
2005-01-21 03:00:00,1.3,160.2,4.6,85.8,97.5,1019.0,744.0,836.0,1000.0,1049.0,5.9,62.1,0.6
2005-01-21 04:00:00,1.3,160.2,5.9,128.8,101.0,1071.0,808.0,757.0,1046.0,1172.0,5.4,65.9,0.6
2005-01-21 05:00:00,1.3,160.2,6.6,191.8,117.0,1118.0,841.0,702.0,1056.0,1368.0,5.5,66.5,0.6
2005-01-21 06:00:00,1.6,160.2,9.2,264.8,121.0,1206.0,948.0,628.0,1129.0,1540.0,5.9,65.8,0.6
2005-01-21 07:00:00,2.4,160.2,12.2,376.8,138.0,1256.0,1056.0,582.0,1230.0,1575.0,6.4,63.9,0.6
2005-01-21 08:00:00,4.5,160.2,22.6,575.8,174.0,1501.0,1367.0,465.0,1558.0,1856.0,7.2,62.2,0.6
2005-01-21 09:00:00,5.6,160.2,28.4,575.8,179.0,1578.0,1527.0,419.0,1761.0,2086.0,7.9,60.0,0.6
2005-01-21 10:00:00,4.3,160.2,19.4,575.8,175.0,1427.0,1280.0,500.0,1481.0,1948.0,8.3,58.5,0.6
2005-01-21 11:00:00,4.2,160.2,20.5,575.8,183.0,1440.0,1311.0,482.0,1476.0,2022.0,9.3,54.5,0.6
2005-01-21 12:00:00,4.5,160.2,22.5,575.8,189.0,1522.0,1365.0,464.0,1526.0,2086.5,10.2,53.1,0.7
2005-01-21 13:00:00,5.0,160.2,24.0,575.8,198.0,1517.0,1403.0,451.0,1579.0,2086.5,11.1,51.4,0.7
2005-01-21 14:00:00,2.9,160.2,13.9,309.8,142.0,1300.0,1113.0,573.0,1291.0,1845.0,12.8,46.9,0.7
2005-01-21 15:00:00,3.0,160.2,16.8,322.8,139.0,1401.0,1204.0,526.0,1401.0,1947.0,13.1,48.0,0.7
2005-01-21 16:00:00,3.3,160.2,20.2,342.8,99.0,1551.0,1303.0,469.0,1520.0,2086.5,13.5,51.5,0.8
2005-01-21 17:00:00,1.4,160.2,16.4,477.8,135.0,1411.0,1191.0,519.0,1426.0,1920.0,13.4,51.2,0.8
2005-01-21 18:00:00,2.3,160.2,18.0,437.8,223.0,1434.0,1239.0,506.0,1458.0,1835.0,12.1,55.3,0.8
2005-01-21 19:00:00,1.6,160.2,20.3,524.8,194.0,1489.0,1305.0,476.0,1547.0,1919.0,12.0,56.5,0.8
2005-01-21 20:00:00,4.9,160.2,28.4,575.8,238.0,1672.0,1688.2,355.0,2083.0,2086.5,10.4,64.4,0.8
2005-01-21 21:00:00,5.6,160.2,28.4,575.8,238.0,1672.0,1679.0,370.0,2005.0,2086.5,9.4,69.1,0.8
2005-01-21 22:00:00,3.5,160.2,21.8,575.8,230.0,1579.0,1345.0,459.0,1608.0,1961.0,8.9,71.0,0.8
2005-01-21 23:00:00,1.7,160.2,18.2,575.8,207.0,1508.0,1246.0,496.0,1498.0,1791.0,8.1,73.8,0.8
2005-01-22 00:00:00,2.6,160.2,20.1,575.8,223.0,1535.0,1300.0,483.0,1524.0,1725.0,7.3,76.8,0.8
2005-01-22 01:00:00,1.6,160.2,14.4,575.8,216.0,1395.0,1131.0,552.0,1362.0,1553.0,7.3,76.7,0.8
2005-01-22 02:00:00,1.5,160.2,15.1,575.8,198.0,1392.0,1153.0,542.0,1395.0,1506.0,7.1,77.3,0.8
2005-01-22 03:00:00,0.9,160.2,13.1,435.8,162.0,1326.0,1087.0,571.0,1333.0,1398.0,6.7,78.7,0.8
2005-01-22 04:00:00,0.5,160.2,11.5,295.8,126.0,1297.0,1032.0,605.0,1297.0,1300.0,7.0,77.8,0.8
2005-01-22 05:00:00,0.9,160.2,13.7,404.8,144.0,1331.0,1106.0,568.0,1322.0,1383.0,5.7,80.5,0.7
2005-01-22 06:00:00,0.4,160.2,11.6,489.8,183.0,1288.0,1036.0,590.0,1242.0,1413.0,5.2,81.4,0.7
2005-01-22 07:00:00,0.5,160.2,13.2,481.8,193.0,1322.0,1091.0,565.0,1307.0,1471.0,5.6,80.4,0.7
2005-01-22 08:00:00,0.8,160.2,15.6,495.8,196.0,1390.0,1167.0,522.0,1392.0,1619.0,6.3,78.8,0.8
2005-01-22 09:00:00,1.4,160.2,16.9,552.8,208.0,1443.0,1207.0,502.0,1431.0,1673.0,6.9,76.9,0.8
2005-01-22 10:00:00,1.6,160.2,18.5,550.8,217.0,1496.0,1254.0,484.0,1472.0,1881.0,9.2,67.7,0.8
2005-01-22 11:00:00,1.5,160.2,16.6,535.8,238.0,1439.0,1198.0,502.0,1426.0,1877.0,11.6,59.8,0.8
2005-01-22 12:00:00,1.0,160.2,15.0,454.8,204.0,1432.0,1150.0,527.0,1393.0,1818.0,14.0,52.0,0.8
2005-01-22 13:00:00,1.0,160.2,15.0,368.8,192.0,1398.0,1149.0,535.0,1417.0,1699.0,15.0,50.2,0.8
2005-01-22 14:00:00,1.3,160.2,16.9,362.8,186.0,1380.0,1206.0,515.0,1500.0,1677.0,14.9,49.9,0.8
2005-01-22 15:00:00,0.1,160.2,7.0,151.8,133.0,1022.0,857.0,770.0,1068.0,1088.0,15.8,33.8,0.6
2005-01-22 16:00:00,0.1,160.2,5.9,109.8,126.0,973.0,806.0,851.0,994.0,926.0,15.4,29.3,0.5
2005-01-22 17:00:00,0.1,160.2,7.1,163.8,138.0,951.0,862.0,823.0,972.0,961.0,14.4,25.7,0.4
2005-01-22 18:00:00,0.1,160.2,8.6,217.8,148.0,987.0,925.0,776.0,1016.0,1066.0,13.4,27.2,0.4
2005-01-22 19:00:00,0.4,160.2,12.2,298.8,167.0,1100.0,1057.0,687.0,1126.0,1241.0,12.2,28.7,0.4
2005-01-22 20:00:00,0.7,160.2,12.6,351.8,175.0,1064.0,1072.0,704.0,1103.0,1220.0,11.3,25.7,0.3
2005-01-22 21:00:00,2.7,160.2,21.1,575.8,224.0,1316.0,1327.0,549.0,1328.0,1613.0,9.7,31.9,0.4
2005-01-22 22:00:00,2.1,160.2,16.9,575.8,215.0,1262.0,1208.0,587.0,1219.0,1577.0,8.4,36.5,0.4
2005-01-22 23:00:00,1.3,160.2,15.1,472.8,196.0,1259.0,1152.0,610.0,1165.0,1569.0,8.2,36.8,0.4
2005-01-23 00:00:00,0.8,160.2,10.1,358.8,195.0,1166.0,981.0,697.0,993.0,1445.0,8.0,36.0,0.4
2005-01-23 01:00:00,0.8,160.2,7.5,220.8,181.0,1066.0,880.0,784.0,946.0,1240.0,7.0,39.9,0.4
2005-01-23 02:00:00,0.7,160.2,7.6,148.8,150.0,1051.0,883.0,783.0,978.0,1169.0,5.7,44.3,0.4
2005-01-23 03:00:00,0.7,160.2,5.9,140.2,144.5,992.0,808.0,849.0,926.0,1052.0,4.7,46.6,0.4
2005-01-23 04:00:00,0.7,160.2,5.5,131.8,139.0,969.0,788.0,854.0,938.0,1006.0,4.2,50.8,0.4
2005-01-23 05:00:00,0.7,160.2,2.3,-10.2,74.0,862.0,609.0,1101.0,810.0,757.0,4.6,45.1,0.4
2005-01-23 06:00:00,0.6,160.2,2.0,-3.2,73.0,859.0,581.0,1112.0,829.0,753.0,2.7,53.3,0.4
2005-01-23 07:00:00,0.6,160.2,1.6,0.8,77.0,849.0,552.0,1165.0,812.0,737.0,3.1,51.0,0.4
2005-01-23 08:00:00,0.6,160.2,2.1,41.8,98.0,879.0,594.0,1119.0,839.0,792.0,2.5,54.1,0.4
2005-01-23 09:00:00,0.6,160.2,4.4,96.8,121.0,956.0,735.0,915.0,942.0,945.0,3.1,53.5,0.4
2005-01-23 10:00:00,0.5,160.2,6.4,199.8,162.0,1039.0,828.0,791.0,987.0,1115.0,5.0,47.5,0.4
2005-01-23 11:00:00,0.5,160.2,7.3,233.8,178.0,1066.0,871.0,775.0,996.0,1131.0,5.8,43.4,0.4
2005-01-23 12:00:00,0.5,160.2,8.7,304.8,206.0,1124.0,927.0,722.0,1047.0,1242.0,7.1,42.8,0.4
2005-01-23 13:00:00,0.4,160.2,9.2,278.8,191.0,1160.0,948.0,712.0,1072.0,1289.0,7.9,41.6,0.4
2005-01-23 14:00:00,0.4,160.2,7.9,212.8,175.0,1110.0,896.0,737.0,1040.0,1276.0,8.1,41.2,0.4
2005-01-23 15:00:00,0.4,160.2,9.0,235.8,169.0,1138.0,940.0,706.0,1088.0,1359.0,8.3,41.3,0.5
2005-01-23 16:00:00,0.4,160.2,7.0,188.8,180.0,1095.0,857.0,756.0,1075.0,1020.0,8.9,49.1,0.6
2005-01-23 17:00:00,0.3,160.2,3.7,75.8,124.0,1045.0,694.0,911.0,1025.0,805.0,7.1,66.0,0.7
2005-01-23 18:00:00,0.3,160.2,4.3,90.8,130.0,1078.0,727.0,849.0,1057.0,857.0,5.7,75.1,0.7
2005-01-23 19:00:00,0.3,160.2,6.8,124.8,141.0,1169.0,846.0,767.0,1157.0,942.0,5.4,77.6,0.7
2005-01-23 20:00:00,0.3,160.2,8.7,152.8,157.0,1174.0,926.0,674.0,1220.0,1020.0,5.4,78.2,0.7
2005-01-23 21:00:00,0.2,160.2,4.7,61.8,123.0,1075.0,749.0,827.0,1050.0,899.0,7.3,68.1,0.7
2005-01-23 22:00:00,0.2,160.2,3.5,48.8,104.0,1044.0,685.0,903.0,1042.0,860.0,5.8,74.4,0.7
2005-01-23 23:00:00,0.2,160.2,5.4,117.8,134.0,1110.0,782.0,798.0,1101.0,954.0,6.2,72.3,0.7
2005-01-24 00:00:00,0.2,160.2,4.4,47.8,105.0,1086.0,733.0,848.0,1064.0,883.0,5.9,72.7,0.7
2005-01-24 01:00:00,0.1,160.2,6.0,98.8,121.0,1092.0,811.0,773.0,1129.0,966.0,5.0,76.5,0.7
2005-01-24 02:00:00,0.1,160.2,7.6,155.8,136.0,1127.0,884.0,704.0,1173.0,983.0,4.0,80.4,0.7
2005-01-24 03:00:00,0.2,160.2,1.9,56.8,92.0,881.0,578.0,1017.0,876.0,607.0,5.8,59.0,0.5
2005-01-24 04:00:00,0.2,160.2,1.0,-42.2,48.0,831.0,498.0,1237.0,855.0,443.0,5.8,59.5,0.6
2005-01-24 05:00:00,0.3,160.2,0.6,-49.2,40.0,791.0,459.0,1421.0,809.0,390.0,6.6,51.3,0.5
2005-01-24 06:00:00,0.5,160.2,1.2,-6.2,67.0,836.0,520.0,1296.0,832.0,479.0,7.0,47.2,0.5
2005-01-24 07:00:00,0.6,160.2,2.9,59.8,104.0,907.0,644.0,1028.0,902.0,732.0,6.6,47.9,0.5
2005-01-24 08:00:00,1.8,160.2,11.1,248.8,169.0,1174.0,1018.0,688.0,1210.0,1149.0,7.2,49.8,0.5
2005-01-24 09:00:00,2.0,160.2,9.7,262.8,203.0,1094.0,967.0,682.0,1147.0,1136.0,6.9,52.8,0.5
2005-01-24 10:00:00,1.4,160.2,5.7,234.8,183.0,992.0,800.0,797.0,1007.0,934.0,8.7,46.7,0.5
2005-01-24 11:00:00,0.6,160.2,5.4,147.8,151.0,955.0,783.0,844.0,976.0,845.0,10.0,40.6,0.5
2005-01-24 12:00:00,0.5,160.2,5.1,124.8,138.0,959.0,771.0,852.0,975.0,808.0,11.8,35.4,0.5
2005-01-24 13:00:00,0.7,160.2,5.8,98.8,127.0,981.0,804.0,829.0,997.0,783.0,10.7,37.2,0.5
2005-01-24 14:00:00,0.7,160.2,5.6,131.2,137.5,947.0,791.0,825.0,963.0,785.0,10.9,34.9,0.5
2005-01-24 15:00:00,1.1,160.2,8.0,163.8,148.0,1023.0,898.0,759.0,1034.0,899.0,10.7,33.1,0.4
2005-01-24 16:00:00,1.3,160.2,7.1,194.8,172.0,1009.0,860.0,787.0,993.0,922.0,10.6,34.2,0.4
2005-01-24 17:00:00,1.0,160.2,7.6,185.8,163.0,1007.0,884.0,780.0,1014.0,951.0,8.9,38.1,0.4
2005-01-24 18:00:00,1.5,160.2,10.4,209.8,180.0,1054.0,992.0,715.0,1092.0,1051.0,7.8,39.7,0.4
2005-01-24 19:00:00,1.5,160.2,8.9,166.8,169.0,1018.0,934.0,740.0,1014.0,967.0,7.3,42.2,0.4
2005-01-24 20:00:00,1.2,160.2,7.3,128.8,152.0,976.0,870.0,795.0,971.0,861.0,6.9,42.5,0.4
2005-01-24 21:00:00,0.3,160.2,3.6,49.8,107.0,872.0,689.0,970.0,866.0,631.0,6.6,43.2,0.4
2005-01-24 22:00:00,0.3,160.2,1.7,0.8,75.0,805.0,559.0,1183.0,781.0,466.0,6.4,41.7,0.4
2005-01-24 23:00:00,0.3,160.2,1.5,-21.2,58.0,800.0,541.0,1250.0,779.0,407.0,6.1,42.6,0.4
2005-01-25 00:00:00,0.3,160.2,1.0,-26.2,57.0,785.0,504.0,1306.0,760.0,387.0,5.9,41.8,0.4
2005-01-25 01:00:00,0.3,160.2,0.6,-43.2,44.0,757.0,459.0,1436.8,735.0,337.0,5.7,41.5,0.4
2005-01-25 02:00:00,0.3,160.2,0.4,-63.2,29.0,751.0,424.0,1436.8,726.0,303.0,5.5,42.4,0.4
2005-01-25 03:00:00,0.2,160.2,0.3,-68.2,24.0,766.0,412.0,1436.8,763.0,295.0,4.5,52.0,0.4
2005-01-25 04:00:00,0.2,160.2,0.2,-73.2,19.0,759.0,399.0,1436.8,749.0,288.0,4.3,51.6,0.4
2005-01-25 05:00:00,0.2,160.2,0.2,-72.2,20.0,758.0,388.0,1436.8,765.0,274.0,3.7,56.3,0.5
2005-01-25 06:00:00,0.2,160.2,0.1,-53.2,35.0,761.0,383.0,1436.8,787.0,289.0,3.3,58.1,0.5
2005-01-25 07:00:00,0.2,160.2,0.4,-15.2,60.0,762.0,434.0,1436.8,763.0,318.0,3.9,47.3,0.4
2005-01-25 08:00:00,0.2,160.2,2.9,87.8,115.0,869.0,646.0,1068.0,876.0,476.0,4.3,45.9,0.4
2005-01-25 09:00:00,0.7,160.2,5.4,150.8,157.0,938.0,785.0,853.0,969.0,704.0,4.2,50.1,0.4
2005-01-25 10:00:00,0.5,160.2,5.1,143.8,147.0,951.0,769.0,856.0,1000.0,735.0,3.4,62.7,0.5
2005-01-25 11:00:00,0.4,160.2,3.8,204.8,188.0,892.0,702.0,935.0,924.0,735.0,5.0,51.4,0.5
2005-01-25 12:00:00,0.3,160.2,3.9,142.8,126.0,876.0,703.0,968.0,892.0,653.0,5.7,44.1,0.4
2005-01-25 13:00:00,0.3,160.2,3.6,93.8,114.0,872.0,686.0,972.0,880.0,603.0,5.2,44.5,0.4
2005-01-25 14:00:00,0.4,160.2,4.2,103.8,123.0,893.0,722.0,932.0,917.0,645.0,4.7,48.6,0.4
2005-01-25 15:00:00,0.2,160.2,3.6,74.8,107.0,879.0,687.0,980.0,914.0,564.0,4.5,51.0,0.4
2005-01-25 16:00:00,0.4,160.2,3.6,118.8,121.0,896.0,689.0,966.0,909.0,614.0,5.1,50.1,0.4
2005-01-25 17:00:00,0.4,160.2,3.9,101.8,118.0,909.0,706.0,928.0,923.0,658.0,5.0,50.4,0.4
2005-01-25 18:00:00,0.7,160.2,4.9,113.8,134.0,958.0,758.0,858.0,985.0,719.0,4.3,56.4,0.5
2005-01-25 19:00:00,1.0,160.2,5.8,118.8,142.0,984.0,803.0,813.0,1012.0,772.0,4.3,56.7,0.5
2005-01-25 20:00:00,1.1,160.2,6.1,104.8,133.0,991.0,814.0,790.0,1040.0,812.0,4.3,57.0,0.5
2005-01-25 21:00:00,0.3,160.2,2.8,46.8,106.0,881.0,638.0,990.0,910.0,583.0,3.5,60.3,0.5
2005-01-25 22:00:00,0.1,160.2,2.4,20.8,87.0,853.0,616.0,1071.0,870.0,491.0,4.1,52.5,0.4
2005-01-25 23:00:00,0.1,160.2,1.5,-11.2,67.0,804.0,546.0,1194.0,796.0,400.0,3.9,50.6,0.4
2005-01-26 00:00:00,0.1,160.2,1.1,-29.2,55.0,788.0,514.0,1285.0,771.0,354.0,3.9,47.7,0.4
2005-01-26 01:00:00,0.2,160.2,0.9,-37.2,49.0,788.0,487.0,1346.0,769.0,329.0,4.0,47.8,0.4
2005-01-26 02:00:00,0.2,160.2,0.4,-61.2,30.0,763.0,428.0,1436.8,757.0,296.0,3.9,50.9,0.4
2005-01-26 03:00:00,0.2,160.2,0.3,-66.8,25.0,771.0,410.0,1436.8,765.0,283.0,3.0,57.7,0.4
2005-01-26 04:00:00,0.2,160.2,0.2,-72.2,20.0,747.0,390.0,1436.8,738.0,266.0,3.3,52.8,0.4
2005-01-26 05:00:00,0.2,160.2,0.1,-75.2,17.0,744.0,383.0,1436.8,720.0,253.0,2.7,53.9,0.4
2005-01-26 06:00:00,0.3,160.2,0.5,-50.2,35.0,774.0,441.0,1436.8,760.0,282.0,2.8,54.4,0.4
2005-01-26 07:00:00,0.3,160.2,0.9,-2.2,71.0,800.0,492.0,1310.0,783.0,353.0,3.6,49.0,0.4
2005-01-26 08:00:00,0.3,160.2,3.3,134.8,136.0,896.0,668.0,1043.0,887.0,519.0,3.3,50.2,0.4
2005-01-26 09:00:00,0.6,160.2,4.4,157.8,163.0,913.0,733.0,902.0,901.0,681.0,3.5,47.5,0.4
2005-01-26 10:00:00,0.3,160.2,2.8,126.8,143.0,871.0,638.0,1022.0,860.0,583.0,4.3,49.4,0.4
2005-01-26 11:00:00,0.1,160.2,3.2,118.8,134.0,872.0,662.0,1007.0,874.0,628.0,4.5,48.4,0.4
2005-01-26 12:00:00,0.1,160.2,2.7,96.8,130.0,858.0,634.0,1053.0,868.0,566.0,4.3,50.0,0.4
2005-01-26 13:00:00,0.2,160.2,3.5,87.8,122.0,876.0,683.0,993.0,894.0,572.0,4.3,49.7,0.4
2005-01-26 14:00:00,0.5,160.2,4.8,104.8,129.0,900.0,751.0,891.0,913.0,637.0,4.9,45.3,0.4
2005-01-26 15:00:00,0.3,160.2,3.4,105.8,132.0,864.0,678.0,987.0,866.0,579.0,5.6,42.4,0.4
2005-01-26 16:00:00,0.3,160.2,4.2,110.8,133.0,902.0,721.0,924.0,900.0,666.0,5.7,43.1,0.4
2005-01-26 17:00:00,0.3,160.2,4.2,95.8,126.0,916.0,720.0,912.0,922.0,707.0,4.8,49.7,0.4
2005-01-26 18:00:00,1.0,160.2,8.5,201.8,177.0,1004.0,918.0,752.0,1033.0,990.0,5.1,43.0,0.4
2005-01-26 19:00:00,1.4,160.2,9.2,209.8,185.0,1024.0,945.0,729.0,1073.0,1026.0,5.3,44.4,0.4
2005-01-26 20:00:00,1.4,160.2,7.6,168.8,169.0,1011.0,884.0,763.0,1048.0,910.0,4.9,47.9,0.4
